week,mean_slope,lower_bound,upper_bound,analysis,time_season,pre_post,slope,lwr,upr
37,1224.8602223076125,-161.86600448340425,2736.072518369383,"hydration, ind. trees",NA,NA,1224.8602223076125,-161.86600448340425,2736.072518369383
17,-1352.885381389155,-16336.184168256723,2406.6037085017206,"hydration, ind. trees",NA,NA,-1352.885381389155,-16336.184168256723,2406.6037085017206
14,659.6901490263756,339.5235065208592,1093.3442944385502,"hydration, ind. trees",NA,NA,659.6901490263756,339.5235065208592,1093.3442944385502
10,279.31399395260127,87.53129919641853,511.57211646377715,"hydration, ind. trees",NA,NA,279.31399395260127,87.53129919641853,511.57211646377715
29,545.9943023846424,-2730.016998236895,3053.0231290793595,"hydration, ind. trees",NA,NA,545.9943023846424,-2730.016998236895,3053.0231290793595
33,-660.3381552428783,-6230.183742640989,3306.9865746506193,"hydration, ind. trees",NA,NA,-660.3381552428783,-6230.183742640989,3306.9865746506193
19,-917.8372872164539,-2386.519398579047,-359.9442580885852,"hydration, ind. trees",NA,NA,-917.8372872164539,-2386.519398579047,-359.9442580885852
21,1138.0284200405404,647.2724283435942,1836.1389955723234,"hydration, ind. trees",NA,NA,1138.0284200405404,647.2724283435942,1836.1389955723234
12,816.854035596238,339.7309700905671,1310.8780222352723,"hydration, ind. trees",NA,NA,816.854035596238,339.7309700905671,1310.8780222352723
21,1.8984901051664016,-4.139794820886708,8.152806203734055,space,NA,NA,1.8984901051664016,-4.139794820886708,8.152806203734055
10,0.4839406616225833,-0.46026261694163734,1.761363252293828,space,NA,NA,0.4839406616225833,-0.46026261694163734,1.761363252293828
29,1.5533552038787597,-9.56964197779103,11.41232730383488,space,NA,NA,1.5533552038787597,-9.56964197779103,11.41232730383488
17,1.0646638200072411,0.7138354637746193,1.4499498720787478,space,NA,NA,1.0646638200072411,0.7138354637746193,1.4499498720787478
19,1.7949057071427779,0.7081933219545226,4.383365562390972,space,NA,NA,1.7949057071427779,0.7081933219545226,4.383365562390972
37,7.970724905870379,0.49615032604183423,30.973085997504437,space,NA,NA,7.970724905870379,0.49615032604183423,30.973085997504437
0,44.284634879674485,-341.731512296693,347.0227019627182,"time, ind. tree",before leafout,before leafout,44.284634879674485,-341.731512296693,347.0227019627182
0,376.7311326477924,-439.96205455213584,1044.1245809399643,"time, ind. tree",after leafout,after leafout,376.7311326477924,-439.96205455213584,1044.1245809399643
