tag,site,plot,species,date,pd_md,water_potential_mpa,year
2367,LL,MiddleEarth,blue oak,2023-09-29,pd,0.52,2023
2367,LL,MiddleEarth,blue oak,2023-04-14,pd,0.63,2023
2367,LL,MiddleEarth,blue oak,2023-04-14,md,1.05,2023
2367,LL,MiddleEarth,blue oak,2023-09-29,pd,0.74,2023
2367,LL,MiddleEarth,blue oak,2023-04-14,pd,0.3,2023
2367,LL,MiddleEarth,blue oak,2023-07-28,pd,0.886,2023
2367,LL,MiddleEarth,blue oak,2023-05-12,pd,0.19,2023
2369,LL,MiddleEarth,blue oak,2023-04-14,pd,0.36,2023
2369,LL,MiddleEarth,blue oak,2023-07-28,pd,0.772,2023
2369,LL,MiddleEarth,blue oak,2023-07-28,pd,1.01,2023
2369,LL,MiddleEarth,blue oak,2023-09-29,pd,0.3,2023
2369,LL,MiddleEarth,blue oak,2023-07-28,md,4.045,2023
2369,LL,MiddleEarth,blue oak,2023-07-28,pd,0.74,2023
2369,LL,MiddleEarth,blue oak,2023-04-14,md,1.359,2023
2369,LL,MiddleEarth,blue oak,2023-09-29,pd,0.32,2023
2369,LL,MiddleEarth,blue oak,2023-04-14,md,1.184,2023
2369,LL,MiddleEarth,blue oak,2023-07-28,md,3.777,2023
2369,LL,MiddleEarth,blue oak,2023-04-14,pd,0.3,2023
2369,LL,MiddleEarth,blue oak,2023-04-14,md,1.631,2023
2369,LL,MiddleEarth,blue oak,2023-04-14,md,1.304,2023
2369,LL,MiddleEarth,blue oak,2023-05-12,md,3.725,2023
2369,LL,MiddleEarth,blue oak,2023-07-28,md,3.795,2023
2369,LL,MiddleEarth,blue oak,2023-07-28,md,1.494,2023
2369,LL,MiddleEarth,blue oak,2023-09-29,pd,0.29,2023
2369,LL,MiddleEarth,blue oak,2023-04-14,pd,0.35,2023
2369,LL,MiddleEarth,blue oak,2023-07-28,pd,0.808,2023
2369,LL,MiddleEarth,blue oak,2023-07-28,md,3.692,2023
2369,LL,MiddleEarth,blue oak,2023-05-12,md,4.05,2023
2369,LL,MiddleEarth,blue oak,2023-05-12,md,4.25,2023
2370,LL,Hobbiton,blue oak,2023-07-28,pd,0.1001,2023
2370,LL,Hobbiton,blue oak,2023-04-14,md,1.033,2023
2370,LL,Hobbiton,blue oak,2023-04-14,pd,0.47,2023
2370,LL,Hobbiton,blue oak,2023-04-14,pd,0.47,2023
2370,LL,Hobbiton,blue oak,2023-04-14,md,1,2023
2370,LL,Hobbiton,blue oak,2023-07-28,pd,0.633,2023
2370,LL,Hobbiton,blue oak,2023-07-28,md,3.15,2023
2370,LL,Hobbiton,blue oak,2023-05-12,pd,0.501,2023
2370,LL,Hobbiton,blue oak,2023-05-12,pd,0.375,2023
2370,LL,Hobbiton,blue oak,2023-09-29,pd,0.27,2023
2370,LL,Hobbiton,blue oak,2023-07-28,md,3.75,2023
2370,LL,Hobbiton,blue oak,2023-05-12,md,1.35,2023
2370,LL,Hobbiton,blue oak,2023-07-28,pd,0.466,2023
2370,LL,Hobbiton,blue oak,2023-09-29,md,3.01,2023
2370,LL,Hobbiton,blue oak,2023-05-12,pd,0.36,2023
2370,LL,Hobbiton,blue oak,2023-05-12,md,1.2,2023
2370,LL,Hobbiton,blue oak,2023-09-29,pd,0.28,2023
2370,LL,Hobbiton,blue oak,2023-07-28,pd,0.553,2023
2370,LL,Hobbiton,blue oak,2023-04-14,pd,0.4,2023
2370,LL,Hobbiton,blue oak,2023-04-14,md,1.012,2023
2370,LL,Hobbiton,blue oak,2023-05-12,md,1.45,2023
2370,LL,Hobbiton,blue oak,2023-07-28,pd,0.425,2023
2370,LL,Hobbiton,blue oak,2023-09-29,md,4.1,2023
2370,LL,Hobbiton,blue oak,2023-09-29,md,3.48,2023
2370,LL,Hobbiton,blue oak,2023-07-28,md,3.15,2023
2370,LL,Hobbiton,blue oak,2023-07-28,md,3.225,2023
2370,LL,Hobbiton,blue oak,2023-09-29,pd,0.27,2023
2371,LL,Hobbiton,blue oak,2023-07-28,md,2.913,2023
2371,LL,Hobbiton,blue oak,2023-05-12,md,0.85,2023
2371,LL,Hobbiton,blue oak,2023-09-29,md,3.41,2023
2371,LL,Hobbiton,blue oak,2023-04-14,md,0.939,2023
2371,LL,Hobbiton,blue oak,2023-04-14,pd,0.3,2023
2371,LL,Hobbiton,blue oak,2023-04-14,pd,0.31,2023
2371,LL,Hobbiton,blue oak,2023-04-14,pd,0.35,2023
2371,LL,Hobbiton,blue oak,2023-07-28,md,1.925,2023
2371,LL,Hobbiton,blue oak,2023-05-12,pd,0.31,2023
2371,LL,Hobbiton,blue oak,2023-09-29,md,3.33,2023
2371,LL,Hobbiton,blue oak,2023-05-12,md,1.3,2023
2371,LL,Hobbiton,blue oak,2023-05-12,md,1.25,2023
2371,LL,Hobbiton,blue oak,2023-05-12,md,0.76,2023
2371,LL,Hobbiton,blue oak,2023-07-28,md,3.03,2023
2371,LL,Hobbiton,blue oak,2023-04-14,md,0.939,2023
2371,LL,Hobbiton,blue oak,2023-04-14,md,1.019,2023
2371,LL,Hobbiton,blue oak,2023-05-12,pd,0.36,2023
2371,LL,Hobbiton,blue oak,2023-05-12,md,1.12,2023
2371,LL,Hobbiton,blue oak,2023-07-28,md,2.253,2023
2371,LL,Hobbiton,blue oak,2023-09-29,md,3.27,2023
2371,LL,Hobbiton,blue oak,2023-09-29,pd,0.47,2023
2371,LL,Hobbiton,blue oak,2023-07-28,md,2.394,2023
2371,LL,Hobbiton,blue oak,2023-05-12,pd,0.41,2023
2371,LL,Hobbiton,blue oak,2023-05-12,pd,0.28,2023
2371,LL,Hobbiton,blue oak,2023-09-29,pd,0.989,2023
2371,LL,Hobbiton,blue oak,2023-07-28,pd,0.498,2023
2371,LL,Hobbiton,blue oak,2023-07-28,pd,0.355,2023
2371,LL,Hobbiton,blue oak,2023-07-28,pd,0.243,2023
2371,LL,Hobbiton,blue oak,2023-09-29,pd,0.93,2023
2371,LL,Hobbiton,blue oak,2023-07-28,md,2.566,2023
2371,LL,Hobbiton,blue oak,2023-09-29,pd,0.8,2023
2372,LL,Hobbiton,blue oak,2023-07-28,pd,0.701,2023
2372,LL,Hobbiton,blue oak,2023-04-14,md,0.328,2023
2372,LL,Hobbiton,blue oak,2023-07-28,md,2.65,2023
2372,LL,Hobbiton,blue oak,2023-05-12,md,1.34,2023
2372,LL,Hobbiton,blue oak,2023-05-12,md,1.42,2023
2372,LL,Hobbiton,blue oak,2023-07-28,pd,0.903,2023
2372,LL,Hobbiton,blue oak,2023-07-28,md,2.85,2023
2372,LL,Hobbiton,blue oak,2023-04-14,pd,0.35,2023
2372,LL,Hobbiton,blue oak,2023-07-28,md,2.42,2023
2372,LL,Hobbiton,blue oak,2023-05-12,md,1.3,2023
2372,LL,Hobbiton,blue oak,2023-07-28,pd,1,2023
2372,LL,Hobbiton,blue oak,2023-04-14,md,1.134,2023
2372,LL,Hobbiton,blue oak,2023-05-12,pd,0.15,2023
2372,LL,Hobbiton,blue oak,2023-07-28,md,3.1,2023
2372,LL,Hobbiton,blue oak,2023-04-14,pd,0.425,2023
2372,LL,Hobbiton,blue oak,2023-05-12,md,1.7,2023
2372,LL,Hobbiton,blue oak,2023-04-14,pd,0.375,2023
2372,LL,Hobbiton,blue oak,2023-07-28,md,2.625,2023
2372,LL,Hobbiton,blue oak,2023-05-12,pd,0.13,2023
2372,LL,Hobbiton,blue oak,2023-04-14,md,1.088,2023
2372,LL,Hobbiton,blue oak,2023-05-12,pd,0.16,2023
2372,LL,Hobbiton,blue oak,2023-04-14,md,1.05,2023
2373,LL,Hobbiton,blue oak,2023-04-14,md,0.85,2023
2373,LL,Hobbiton,blue oak,2023-04-14,md,0.99,2023
2373,LL,Hobbiton,blue oak,2023-04-14,md,0.993,2023
2373,LL,Hobbiton,blue oak,2023-05-12,md,1.25,2023
2373,LL,Hobbiton,blue oak,2023-05-12,md,1.15,2023
2373,LL,Hobbiton,blue oak,2023-05-12,md,1.375,2023
2375,LL,Hobbiton,blue oak,2023-07-28,pd,1.95,2023
2375,LL,Hobbiton,blue oak,2023-07-28,md,2.204,2023
2375,LL,Hobbiton,blue oak,2023-07-28,pd,1.4,2023
2375,LL,Hobbiton,blue oak,2023-07-28,pd,1.1,2023
2375,LL,Hobbiton,blue oak,2023-09-29,pd,0.56,2023
2375,LL,Hobbiton,blue oak,2023-05-12,md,2.1,2023
2375,LL,Hobbiton,blue oak,2023-07-28,pd,1.092,2023
2375,LL,Hobbiton,blue oak,2023-07-28,md,2.484,2023
2375,LL,Hobbiton,blue oak,2023-05-12,md,1.98,2023
2375,LL,Hobbiton,blue oak,2023-07-28,pd,1.216,2023
2375,LL,Hobbiton,blue oak,2023-04-14,pd,0.33,2023
2375,LL,Hobbiton,blue oak,2023-07-28,md,2.253,2023
2375,LL,Hobbiton,blue oak,2023-05-12,pd,0.19,2023
2375,LL,Hobbiton,blue oak,2023-04-14,pd,0.23,2023
2375,LL,Hobbiton,blue oak,2023-05-12,md,2.05,2023
2375,LL,Hobbiton,blue oak,2023-07-28,pd,1.4,2023
2375,LL,Hobbiton,blue oak,2023-05-12,md,1.825,2023
2375,LL,Hobbiton,blue oak,2023-05-12,md,1.24,2023
2375,LL,Hobbiton,blue oak,2023-09-29,pd,0.4,2023
2375,LL,Hobbiton,blue oak,2023-04-14,pd,0.33,2023
2375,LL,Hobbiton,blue oak,2023-09-29,pd,0.35,2023
2375,LL,Hobbiton,blue oak,2023-09-29,pd,0.36,2023
2375,LL,Hobbiton,blue oak,2023-05-12,pd,0.21,2023
2375,LL,Hobbiton,blue oak,2023-05-12,md,1.8,2023
2375,LL,Hobbiton,blue oak,2023-05-12,md,1.825,2023
2375,LL,Hobbiton,blue oak,2023-05-12,pd,0.23,2023
2376,LL,MiddleEarth,live oak,2023-09-29,pd,0.35,2023
2376,LL,MiddleEarth,live oak,2023-07-28,md,2.768,2023
2376,LL,MiddleEarth,live oak,2023-09-29,pd,0.7,2023
2376,LL,MiddleEarth,live oak,2023-07-28,md,3.094,2023
2376,LL,MiddleEarth,live oak,2023-04-14,md,0.8,2023
2376,LL,MiddleEarth,live oak,2023-07-28,md,2.878,2023
2376,LL,MiddleEarth,live oak,2023-09-29,md,2.72,2023
2376,LL,MiddleEarth,live oak,2023-04-14,pd,0.477,2023
2376,LL,MiddleEarth,live oak,2023-09-29,md,2.57,2023
2376,LL,MiddleEarth,live oak,2023-04-14,md,1.1,2023
2376,LL,MiddleEarth,live oak,2023-07-28,md,3.009,2023
2376,LL,MiddleEarth,live oak,2023-04-14,md,0.85,2023
2376,LL,MiddleEarth,live oak,2023-04-14,pd,0.535,2023
2376,LL,MiddleEarth,live oak,2023-04-14,md,0.85,2023
2376,LL,MiddleEarth,live oak,2023-09-29,md,2.38,2023
2376,LL,MiddleEarth,live oak,2023-09-29,pd,0.34,2023
2376,LL,MiddleEarth,live oak,2023-07-28,md,2.87,2023
2376,LL,MiddleEarth,live oak,2023-07-28,pd,0.526,2023
2376,LL,MiddleEarth,live oak,2023-07-28,pd,0.607,2023
2376,LL,MiddleEarth,live oak,2023-07-28,pd,0.61,2023
2376,LL,MiddleEarth,live oak,2023-09-29,pd,0.38,2023
2376,LL,MiddleEarth,live oak,2023-04-14,md,0.75,2023
2376,LL,MiddleEarth,live oak,2023-07-28,pd,1.03,2023
2376,LL,MiddleEarth,live oak,2023-04-14,pd,0.531,2023
2377,LL,Rohan,live oak,2023-07-28,pd,0.52,2023
2377,LL,Rohan,live oak,2023-04-14,pd,0.2,2023
2377,LL,Rohan,live oak,2023-09-29,pd,0.394,2023
2377,LL,Rohan,live oak,2023-09-29,pd,0.38,2023
2377,LL,Rohan,live oak,2023-05-12,md,1.09,2023
2377,LL,Rohan,live oak,2023-07-28,md,1.9,2023
2377,LL,Rohan,live oak,2023-07-28,md,1.8,2023
2377,LL,Rohan,live oak,2023-07-28,md,1.85,2023
2377,LL,Rohan,live oak,2023-04-14,pd,0.2,2023
2377,LL,Rohan,live oak,2023-09-29,pd,0.302,2023
2377,LL,Rohan,live oak,2023-04-14,md,1.17,2023
2377,LL,Rohan,live oak,2023-07-28,pd,0.469,2023
2377,LL,Rohan,live oak,2023-07-28,pd,0.468,2023
2377,LL,Rohan,live oak,2023-04-14,md,1.109,2023
2377,LL,Rohan,live oak,2023-04-14,md,1.072,2023
2377,LL,Rohan,live oak,2023-05-12,md,1.11,2023
2377,LL,Rohan,live oak,2023-04-14,pd,0.175,2023
2377,LL,Rohan,live oak,2023-05-12,md,0.925,2023
2378,LL,Rohan,blue oak,2023-09-29,pd,0.5,2023
2378,LL,Rohan,blue oak,2023-09-29,pd,0.67,2023
2378,LL,Rohan,blue oak,2023-07-28,pd,1.075,2023
2378,LL,Rohan,blue oak,2023-05-12,md,1.5,2023
2378,LL,Rohan,blue oak,2023-05-12,md,1.55,2023
2378,LL,Rohan,blue oak,2023-07-28,pd,0.7,2023
2378,LL,Rohan,blue oak,2023-05-12,md,1.625,2023
2378,LL,Rohan,blue oak,2023-09-29,md,3.58,2023
2378,LL,Rohan,blue oak,2023-09-29,pd,0.3,2023
2378,LL,Rohan,blue oak,2023-09-29,md,3.4,2023
2378,LL,Rohan,blue oak,2023-07-28,md,2.755,2023
2378,LL,Rohan,blue oak,2023-09-29,md,3.64,2023
2378,LL,Rohan,blue oak,2023-09-29,pd,0.5,2023
2378,LL,Rohan,blue oak,2023-09-29,md,3.4,2023
2378,LL,Rohan,blue oak,2023-07-28,pd,0.75,2023
2378,LL,Rohan,blue oak,2023-09-29,pd,0.3,2023
2378,LL,Rohan,blue oak,2023-09-29,md,3.58,2023
2378,LL,Rohan,blue oak,2023-04-14,pd,0.3,2023
2378,LL,Rohan,blue oak,2023-04-14,pd,0.25,2023
2378,LL,Rohan,blue oak,2023-04-14,md,0.85,2023
2378,LL,Rohan,blue oak,2023-09-29,md,3.48,2023
2378,LL,Rohan,blue oak,2023-07-28,md,2.842,2023
2378,LL,Rohan,blue oak,2023-04-14,pd,0.3,2023
2378,LL,Rohan,blue oak,2023-07-28,md,2.615,2023
2378,LL,Rohan,blue oak,2023-07-28,md,2.058,2023
2378,LL,Rohan,blue oak,2023-04-14,md,0.95,2023
2378,LL,Rohan,blue oak,2023-04-14,md,0.95,2023
2379,LL,Rohan,blue oak,2023-09-29,pd,0.3,2023
2379,LL,Rohan,blue oak,2023-04-14,pd,0.25,2023
2379,LL,Rohan,blue oak,2023-05-12,md,0.81,2023
2379,LL,Rohan,blue oak,2023-09-29,pd,0.56,2023
2379,LL,Rohan,blue oak,2023-09-29,pd,0.35,2023
2379,LL,Rohan,blue oak,2023-07-28,md,3.21,2023
2379,LL,Rohan,blue oak,2023-05-12,md,0.85,2023
2379,LL,Rohan,blue oak,2023-04-14,pd,0.225,2023
2379,LL,Rohan,blue oak,2023-04-14,pd,0.225,2023
2379,LL,Rohan,blue oak,2023-05-12,md,0.75,2023
2379,LL,Rohan,blue oak,2023-07-28,pd,0.8,2023
2379,LL,Rohan,blue oak,2023-04-14,md,1.006,2023
2379,LL,Rohan,blue oak,2023-04-14,md,1.044,2023
2379,LL,Rohan,blue oak,2023-07-28,md,3.5,2023
2379,LL,Rohan,blue oak,2023-09-29,pd,0.42,2023
2379,LL,Rohan,blue oak,2023-04-14,md,1.106,2023
2379,LL,Rohan,blue oak,2023-07-28,md,3.25,2023
2379,LL,Rohan,blue oak,2023-07-28,pd,0.7,2023
2380,LL,Rohan,live oak,2023-07-28,pd,0.311,2023
2380,LL,Rohan,live oak,2023-07-28,pd,0.333,2023
2380,LL,Rohan,live oak,2023-07-28,pd,0.15,2023
2380,LL,Rohan,live oak,2023-07-28,pd,0.17,2023
2380,LL,Rohan,live oak,2023-07-28,pd,0.188,2023
2380,LL,Rohan,live oak,2023-07-28,pd,0.175,2023
2380,LL,Rohan,live oak,2023-04-14,pd,0.3,2023
2380,LL,Rohan,live oak,2023-09-29,pd,0.25,2023
2380,LL,Rohan,live oak,2023-04-14,pd,0.35,2023
2380,LL,Rohan,live oak,2023-05-12,md,1.61,2023
2380,LL,Rohan,live oak,2023-04-14,md,1.423,2023
2380,LL,Rohan,live oak,2023-05-12,md,1.25,2023
2380,LL,Rohan,live oak,2023-05-12,md,1.24,2023
2380,LL,Rohan,live oak,2023-04-14,pd,0.35,2023
2380,LL,Rohan,live oak,2023-09-29,pd,0.2,2023
2380,LL,Rohan,live oak,2023-09-29,pd,0.4,2023
2380,LL,Rohan,live oak,2023-07-28,md,1.952,2023
2380,LL,Rohan,live oak,2023-05-12,md,1.64,2023
2380,LL,Rohan,live oak,2023-07-28,md,1.883,2023
2380,LL,Rohan,live oak,2023-04-14,md,1.264,2023
2380,LL,Rohan,live oak,2023-07-28,md,1.743,2023
2380,LL,Rohan,live oak,2023-04-14,md,1.294,2023
2381,LL,Weathertop,blue oak,2023-05-12,md,2.3,2023
2381,LL,Weathertop,blue oak,2023-05-12,md,2.09,2023
2381,LL,Weathertop,blue oak,2023-05-12,pd,0.275,2023
2381,LL,Weathertop,blue oak,2023-05-12,md,2.1,2023
2381,LL,Weathertop,blue oak,2023-04-14,md,1.413,2023
2381,LL,Weathertop,blue oak,2023-04-14,md,1.382,2023
2381,LL,Weathertop,blue oak,2023-04-14,pd,0.15,2023
2381,LL,Weathertop,blue oak,2023-04-14,pd,0.175,2023
2381,LL,Weathertop,blue oak,2023-05-12,pd,0.25,2023
2381,LL,Weathertop,blue oak,2023-07-28,pd,1.15,2023
2381,LL,Weathertop,blue oak,2023-04-14,pd,0.325,2023
2381,LL,Weathertop,blue oak,2023-05-12,pd,0.325,2023
2381,LL,Weathertop,blue oak,2023-04-14,pd,0.2,2023
2381,LL,Weathertop,blue oak,2023-04-14,pd,0.3,2023
2381,LL,Weathertop,blue oak,2023-04-14,pd,0.2,2023
2381,LL,Weathertop,blue oak,2023-05-12,md,1.45,2023
2381,LL,Weathertop,blue oak,2023-09-29,pd,1.079,2023
2381,LL,Weathertop,blue oak,2023-04-14,pd,0.2,2023
2381,LL,Weathertop,blue oak,2023-04-14,md,0.916,2023
2381,LL,Weathertop,blue oak,2023-05-12,md,1.3,2023
2381,LL,Weathertop,blue oak,2023-04-14,md,1.023,2023
2381,LL,Weathertop,blue oak,2023-05-12,md,1.45,2023
2381,LL,Weathertop,blue oak,2023-07-28,md,3.81,2023
2381,LL,Weathertop,blue oak,2023-07-28,pd,1.1,2023
2381,LL,Weathertop,blue oak,2023-07-28,md,3.54,2023
2381,LL,Weathertop,blue oak,2023-04-14,pd,0.25,2023
2381,LL,Weathertop,blue oak,2023-09-29,pd,1.311,2023
2381,LL,Weathertop,blue oak,2023-07-28,md,4.05,2023
2381,LL,Weathertop,blue oak,2023-09-29,pd,1.038,2023
2381,LL,Weathertop,blue oak,2023-09-29,pd,1.158,2023
2381,LL,Weathertop,blue oak,2023-05-12,md,1.65,2023
2381,LL,Weathertop,blue oak,2023-09-29,pd,0.988,2023
2381,LL,Weathertop,blue oak,2023-07-28,md,3.95,2023
2381,LL,Weathertop,blue oak,2023-05-12,md,1.9,2023
2382,LL,Weathertop,blue oak,2023-07-28,pd,1.5,2023
2382,LL,Weathertop,blue oak,2023-09-29,pd,0.81,2023
2382,LL,Weathertop,blue oak,2023-04-14,pd,0.25,2023
2382,LL,Weathertop,blue oak,2023-07-28,pd,1.5,2023
2382,LL,Weathertop,blue oak,2023-04-14,md,0.768,2023
2382,LL,Weathertop,blue oak,2023-04-14,pd,0.2,2023
2382,LL,Weathertop,blue oak,2023-05-12,pd,0.21,2023
2382,LL,Weathertop,blue oak,2023-05-12,pd,0.19,2023
2382,LL,Weathertop,blue oak,2023-09-29,pd,0.81,2023
2382,LL,Weathertop,blue oak,2023-04-14,md,1.234,2023
2382,LL,Weathertop,blue oak,2023-09-29,pd,0.86,2023
2382,LL,Weathertop,blue oak,2023-04-14,md,0.792,2023
2382,LL,Weathertop,blue oak,2023-07-28,pd,1.9,2023
2382,LL,Weathertop,blue oak,2023-05-12,pd,0.225,2023
2382,LL,Weathertop,blue oak,2023-04-14,pd,0.25,2023
2382,LL,Weathertop,blue oak,2023-07-28,md,3.57,2023
2382,LL,Weathertop,blue oak,2023-04-14,md,0.801,2023
2382,LL,Weathertop,blue oak,2023-04-14,md,1.362,2023
2382,LL,Weathertop,blue oak,2023-07-28,md,3.332,2023
2382,LL,Weathertop,blue oak,2023-09-29,pd,0.6,2023
2382,LL,Weathertop,blue oak,2023-05-12,pd,0.16,2023
2382,LL,Weathertop,blue oak,2023-07-28,md,3.935,2023
2382,LL,Weathertop,blue oak,2023-07-28,md,3.609,2023
2382,LL,Weathertop,blue oak,2023-07-28,md,3.666,2023
2382,LL,Weathertop,blue oak,2023-04-14,md,1.332,2023
2382,LL,Weathertop,blue oak,2023-07-28,md,3.36,2023
2383,LL,Weathertop,blue oak,2023-05-12,pd,0.46,2023
2383,LL,Weathertop,blue oak,2023-07-28,pd,1,2023
2383,LL,Weathertop,blue oak,2023-05-12,md,2.25,2023
2383,LL,Weathertop,blue oak,2023-05-12,pd,0.4,2023
2383,LL,Weathertop,blue oak,2023-05-12,md,2.15,2023
2383,LL,Weathertop,blue oak,2023-09-29,pd,1.5,2023
2383,LL,Weathertop,blue oak,2023-07-28,pd,1.1,2023
2383,LL,Weathertop,blue oak,2023-07-28,md,2.436,2023
2383,LL,Weathertop,blue oak,2023-07-28,md,2.998,2023
2383,LL,Weathertop,blue oak,2023-05-12,md,2.701,2023
2383,LL,Weathertop,blue oak,2023-04-14,pd,0.175,2023
2383,LL,Weathertop,blue oak,2023-05-12,md,2.2,2023
2383,LL,Weathertop,blue oak,2023-05-12,pd,0.45,2023
2383,LL,Weathertop,blue oak,2023-09-29,pd,1.582,2023
2383,LL,Weathertop,blue oak,2023-05-12,md,2.5,2023
2383,LL,Weathertop,blue oak,2023-09-29,pd,1.431,2023
2383,LL,Weathertop,blue oak,2023-04-14,pd,0.2,2023
2383,LL,Weathertop,blue oak,2023-07-28,pd,1.25,2023
2383,LL,Weathertop,blue oak,2023-09-29,pd,1.338,2023
2383,LL,Weathertop,blue oak,2023-04-14,pd,0.175,2023
2383,LL,Weathertop,blue oak,2023-05-12,md,1.55,2023
2383,LL,Weathertop,blue oak,2023-09-29,md,4.37,2023
2383,LL,Weathertop,blue oak,2023-07-28,md,2.953,2023
2383,LL,Weathertop,blue oak,2023-09-29,md,4.48,2023
2383,LL,Weathertop,blue oak,2023-05-12,md,1.75,2023
2383,LL,Weathertop,blue oak,2023-05-12,md,1.6,2023
2383,LL,Weathertop,blue oak,2023-09-29,md,4.48,2023
2384,LL,Weathertop,blue oak,2023-09-29,pd,1.408,2023
2384,LL,Weathertop,blue oak,2023-09-29,pd,1.251,2023
2384,LL,Weathertop,blue oak,2023-09-29,pd,1.06,2023
2384,LL,Weathertop,blue oak,2023-07-28,pd,1.3,2023
2384,LL,Weathertop,blue oak,2023-05-12,pd,0.26,2023
2384,LL,Weathertop,blue oak,2023-07-28,pd,1.4,2023
2384,LL,Weathertop,blue oak,2023-07-28,pd,1.4,2023
2384,LL,Weathertop,blue oak,2023-09-29,pd,1.077,2023
2384,LL,Weathertop,blue oak,2023-09-29,pd,1.095,2023
2384,LL,Weathertop,blue oak,2023-04-14,md,1.062,2023
2384,LL,Weathertop,blue oak,2023-04-14,md,1.17,2023
2384,LL,Weathertop,blue oak,2023-04-14,md,1.026,2023
2384,LL,Weathertop,blue oak,2023-07-28,md,3.182,2023
2384,LL,Weathertop,blue oak,2023-07-28,md,3.005,2023
2384,LL,Weathertop,blue oak,2023-07-28,md,3.17,2023
2384,LL,Weathertop,blue oak,2023-05-12,pd,0.34,2023
2384,LL,Weathertop,blue oak,2023-05-12,pd,0.3,2023
2384,LL,Weathertop,blue oak,2023-04-14,pd,0.15,2023
2384,LL,Weathertop,blue oak,2023-04-14,pd,0.175,2023
2384,LL,Weathertop,blue oak,2023-04-14,pd,0.175,2023
2384,LL,Weathertop,blue oak,2023-09-29,pd,1.28,2023
